49,760,19306,11,380,9653,8,125,4827,6,30,1931,5,5,965,4
50,780,19790,11,390,9895,8,130,4948,6,35,1979,5,5,990,4
51,800,20274,11,400,10137,8,135,5069,6,35,2027,5,5,1014,4
52,815,20758,11,410,10379,8,135,5190,6,35,2076,5,5,1038,4
53,835,21242,11,420,10621,8,140,5311,6,35,2124,5,5,1062,4
54,855,21726,11,430,10863,8,145,5432,6,35,2173,5,5,1086,4
55,875,22210,11,440,11105,8,145,5553,6,35,2221,5,5,1111,4
56,895,22694,12,450,11347,8,150,5674,6,40,2269,5,10,1135,4
57,915,23203,12,460,11602,8,155,5801,7,40,2320,5,10,1160,5
58,930,23687,12,465,11844,9,155,5922,7,40,2369,5,10,1184,5
59,950,24197,12,475,12099,9,160,6049,7,40,2420,6,10,1210,5
60,970,24681,12,485,12341,9,160,6170,7,40,2468,6,10,1234,5
61,990,25164,12,495,12582,9,165,6291,7,40,2516,6,10,1258,5
62,1010,25674,13,505,12837,9,170,6419,7,45,2567,6,10,1284,5
63,1030,26183,13,515,13092,9,170,6546,7,45,2618,6,10,1309,5
64,1050,26693,13,525,13347,9,175,6673,7,45,2669,6,10,1335,5
65,1070,27202,13,535,13601,9,180,6801,7,45,2720,6,10,1360,5
66,1090,27686,13,545,13843,9,180,6922,7,45,2769,6,10,1384,5
67,1110,28195,13,555,14098,10,185,7049,7,45,2820,6,10,1410,5
68,1130,28730,14,565,14365,10,190,7183,8,50,2873,6,10,1437,5
69,1150,29214,14,575,14607,10,190,7304,8,50,2921,6,10,1461,5
70,1170,29749,14,585,14875,10,195,7437,8,50,2975,6,10,1487,5
71,1190,30258,14,595,15129,10,200,7565,8,50,3026,6,10,1513,5
72,1210,30768,14,605,15384,10,200,7692,8,50,3077,6,10,1538,5
73,1230,31277,14,615,15639,10,205,7819,8,50,3128,6,10,1564,5
74,1250,31812,14,625,15906,10,210,7953,8,55,3181,7,10,1591,6
75,1270,32322,15,635,16161,10,210,8081,8,55,3232,7,10,1616,6
76,1290,32831,15,645,16416,11,215,8208,8,55,3283,7,10,1642,6
77,1310,33366,15,655,16683,11,220,8342,8,55,3337,7,10,1668,6
78,1335,33901,15,670,16951,11,225,8475,8,55,3390,7,10,1695,6
79,1355,34410,15,680,17205,11,225,8603,8,55,3441,7,10,1721,6
80,1375,34945,15,690,17473,11,230,8736,9,60,3495,7,10,1747,6
81,1395,35480,15,700,17740,11,235,8870,9,60,3548,7,10,1774,6
82,1415,36015,16,710,18008,11,235,9004,9,60,3602,7,10,1801,6
83,1435,36524,16,720,18262,11,240,9131,9,60,3652,7,10,1826,6
84,1455,37059,16,730,18530,11,245,9265,9,60,3706,7,10,1853,6
85,1480,37594,16,740,18797,11,245,9399,9,60,3759,7,10,1880,6
86,1500,38129,16,750,19065,12,250,9532,9,65,3813,7,15,1906,6
87,1520,38689,16,760,19345,12,255,9672,9,65,3869,7,15,1934,6
88,1540,39198,17,770,19599,12,255,9800,9,65,3920,8,15,1960,6
89,1560,39733,17,780,19867,12,260,9933,9,65,3973,8,15,1987,6
90,1585,40294,17,795,20147,12,265,10074,9,65,4029,8,15,2015,6
91,1605,40829,17,805,20415,12,270,10207,9,70,4083,8,15,2041,7
92,1625,41363,17,815,20682,12,270,10341,10,70,4136,8,15,2068,7
93,1645,41898,17,825,20949,12,275,10475,10,70,4190,8,15,2095,7
94,1670,42459,17,835,21230,12,280,10615,10,70,4246,8,15,2123,7
95,1690,42994,18,845,21497,13,280,10749,10,70,4299,8,15,2150,7
96,1710,43554,18,855,21777,13,285,10889,10,70,4355,8,15,2178,7
97,1735,44089,18,870,22045,13,290,11022,10,75,4409,8,15,2204,7
98,1755,44649,18,880,22325,13,295,11162,10,75,4465,8,15,2232,7
99,1775,45184,18,890,22592,13,295,11296,10,75,4518,8,15,2259,7
100,1800,45744,18,900,22872,13,300,11436,10,75,4574,8,15,2287,7
